Abortiporus biennis
Ramaria aciculospora
Ramaria acrisiccescens
Ramaria acutissima
Ramaria admiratia
Ramaria aenea
Ramaria africana
Ramaria albidoflava
Ramaria albocinerea
Ramaria alborosea
Ramaria altaica
Ramaria alutacea
Ramaria ambigua
Ramaria americana
Ramaria amyloidea
Ramaria anisata
Ramaria anziana
Ramaria apiculata
Ramaria araiospora
Ramaria armeniaca
Ramaria articulata
Ramaria asiatica
Ramaria atkinsonii
Ramaria atractospora
Ramaria aurantiaca
Ramaria aurantiiramosa
Ramaria aurantiisiccescens
Ramaria aurea
Ramaria aureofulva
Ramaria aureorhiza
Ramaria australiana
Ramaria avellaneovertex
Ramaria barenthalensis
Ramaria basirobusta
Ramaria bataillei
Ramaria beninensis
Ramaria bidentata
Ramaria bonii
Ramaria boreimaxima
Ramaria botrytis
Ramaria botrytoides
Ramaria bourdotiana
Ramaria brachypodii
Ramaria brevispora
Ramaria brienzensis
Ramaria brunneicontusa
Ramaria brunneipes
Ramaria brunneolilacina
Ramaria brunneomaculata
Ramaria bulbobasidiata
Ramaria cacao
Ramaria calvodistalis
Ramaria camelicolor
Ramaria candida
Ramaria canescens
Ramaria canobrunnea
Ramaria capitata
Ramaria cartilaginea
Ramaria caulifloriformis
Ramaria cedretorum
Ramaria celerivirescens
Ramaria cettoi
Ramaria chocoensis
Ramaria ciliata
Ramaria cinereocarnea
Ramaria cistophila
Ramaria citrinocuspidata
Ramaria cladoniae
Ramaria clarobrunnea
Ramaria claviramulata
Ramaria comitis
Ramaria compressa
Ramaria concolor
Ramaria concreta
Ramaria conjuncta
Ramaria conjunctipes
Ramaria coralcolor
Ramaria cornicularioides
Ramaria cornuta
Ramaria coulterae
Ramaria crataegi
Ramaria cristatospora
Ramaria cyaneigranosa
Ramaria cyatheae
Ramaria cystidiophora
Ramaria daucipes
Ramaria decolorans
Ramaria deformis
Ramaria dichotoma
Ramaria distinctissima
Ramaria divaricata
Ramaria dolomitica
Ramaria eburnea
Ramaria echinata
Ramaria edwinii
Ramaria eosanguinea
Ramaria ephemeroderma
Ramaria epichnoa
Ramaria eryuanensis
Ramaria fagetorum
Ramaria fagicola
Ramaria fasciculata
Ramaria fennica
Ramaria fibulata
Ramaria filicicola
Ramaria filicina
Ramaria fistulosa
Ramaria flava
Ramaria flavescens
Ramaria flavescentoides
Ramaria flaviceps
Ramaria flavicingula
Ramaria flavicolor
Ramaria flavigelatinosa
Ramaria flavissima
Ramaria flavoalba
Ramaria flavobrunnescens
Ramaria flavoides
Ramaria flavomicrospora
Ramaria flavosalmonicolor
Ramaria flavosaponaria
Ramaria flavoviridis
Ramaria flavula
Ramaria foetida
Ramaria formosa
Ramaria fragillima
Ramaria fumigata
Ramaria fumosiavellanea
Ramaria fuscobrunnea
Ramaria geesterani
Ramaria gelatiniaurantia
Ramaria gracilioides
Ramaria gracilis
Ramaria gracilispora
Ramaria graminicola
Ramaria grandipes
Ramaria grandis
Ramaria grundii
Ramaria gypsea
Ramaria harrisonii
Ramaria hemirubella
Ramaria henriquesii
Ramaria heterospora
Ramaria highlandensis
Ramaria hilaris
Ramaria himalayensis
Ramaria holorubella
Ramaria holsatica
Ramaria ichnusensis
Ramaria ignicolor
Ramaria incognita
Ramaria incongrua
Ramaria incurvata
Ramaria indoyunnaniana
Ramaria inedulis
Ramaria intimorosea
Ramaria intricatissima
Ramaria isaacii
Ramaria juliana
Ramaria junquilleo-vertex
Ramaria kafaensis
Ramaria karstenii
Ramaria kisantuensis
Ramaria krieglsteineri
Ramaria lacteobrunnescens
Ramaria laeviformosoides
Ramaria laevispora
Ramaria largentii
Ramaria leptoformosa
Ramaria leucoceras
Ramaria ligustri
Ramaria linearioides
Ramaria linearis
Ramaria longispora
Ramaria longissimispora
Ramaria longistipitata
Ramaria lorithamnus
Ramaria lutea
Ramaria luteoaeruginea
Ramaria luteoaurantiaca
Ramaria luteoflaccida
Ramaria luteofusca
Ramaria macrospora
Ramaria maculatipes
Ramaria maculospora
Ramaria madagascariensis
Ramaria magnifica
Ramaria magnipes
Ramaria marrii
Ramaria mediterranea
Ramaria megalorhiza
Ramaria molleriana
Ramaria nanispora
Ramaria nguelensis
Ramaria obtusissima
Ramaria ochrochlora
Ramaria ononidea
Ramaria ossolana
Ramaria pallida
Ramaria pallidissima
Ramaria pallidolilacina
Ramaria pallidosaponaria
Ramaria paludosa
Ramaria parabotrytis
Ramaria paraconcolor
Ramaria patagonica
Ramaria pauciramosa
Ramaria pedata
Ramaria perbrunnea
Ramaria perfluopunicea
Ramaria persicina
Ramaria petersenii
Ramaria piedmontiana
Ramaria pinicola
Ramaria polonica
Ramaria polypus
Ramaria praecox
Ramaria primulina
Ramaria prostrata
Ramaria pseudoflava
Ramaria pseudogracilis
Ramaria pumila
Ramaria pupulispora
Ramaria pura
Ramaria purpureopallida
Ramaria purpurissima
Ramaria pusilla
Ramaria pyrispora
Ramaria radicans
Ramaria rainierensis
Ramaria rasilispora
Ramaria rasilisporoides
Ramaria raveneliana
Ramaria reticulata
Ramaria rosella
Ramaria roseola
Ramaria rotundispora
Ramaria rubella
Ramaria rubiginosa
Ramaria rubriattenuipes
Ramaria rubribrunnescens
Ramaria rubricarnata
Ramaria rubrievanescens
Ramaria rubripermanens
Ramaria rubrogelatinosa
Ramaria rufescens
Ramaria saccardoi
Ramaria safraniolens
Ramaria samuelsii
Ramaria sandaracina
Ramaria sanguinea
Ramaria sanguinipes
Ramaria schildii
Ramaria sclerocarnosa
Ramaria secunda
Ramaria sesiana
Ramaria setifera
Ramaria sinoconjunctipes
Ramaria sinsinii
Ramaria solomonensis
Ramaria soluta
Ramaria somniculosa
Ramaria spinulosa
Ramaria strasseri
Ramaria stricta
Ramaria stuntzii
Ramaria suaveolens
Ramaria subalpina
Ramaria subaurantiaca
Ramaria subbotrytis
Ramaria subcinerea
Ramaria subgelatinosa
Ramaria subsigmoidea
Ramaria subviolacea
Ramaria suecica
Ramaria synaptopoda
Ramaria tehovensis
Ramaria terrea
Ramaria testaceoflava
Ramaria testaceoviolacea
Ramaria thalliovirescens
Ramaria thiersii
Ramaria thindii
Ramaria toxica
Ramaria tridentina
Ramaria tsugina
Ramaria tubulosa
Ramaria valdiviana
Ramaria varians
Ramaria velenovskyi
Ramaria velocimutans
Ramaria verlotensis
Ramaria verna
Ramaria vinosimaculans
Ramaria violacea
Ramaria violaceibrunnea
Ramaria vittadinii
Ramaria watlingii
Ramaria xanthosperma
Ramaria zebrispora
Ramaria zeppelinospora
Ramariopsis crocea
Ramariopsis kunzei
Ramariopsis pulchella
Ramariopsis subtilis
Ranadivia stereoides
Reddellomyces donkii
Reddellomyces magnisporus
Reddellomyces parvulosporus
Reddellomyces westraliensis
Resinicium bicolor
Retiboletus ater
Retiboletus brevibasidiatus
Retiboletus brunneolus
Retiboletus cyanescens
Retiboletus flavoniger
Retiboletus fuscus
Retiboletus griseus
Retiboletus kauffmanii
Retiboletus nigerrimus
Retiboletus nigrogriseus
Retiboletus ornatipes
Retiboletus pseudogriseus
Retiboletus retipes
Retiboletus sinensis
Retiboletus sinogriseus
Retiboletus vinaceipes
Retiboletus zhangfeii
Rheubarbariboletus armeniacus
Rhizina undulata
Rhizochaete filamentosa
Rhizochaete sulphurina
Rhizochaete violascens
Rhizopogon abietis
Rhizopogon affinis
Rhizopogon albidus
Rhizopogon albiroseus
Rhizopogon albus
Rhizopogon alexsmithii
Rhizopogon alkalivirens
Rhizopogon alpestris
Rhizopogon alpinus
Rhizopogon amoenus
Rhizopogon angustisepta
Rhizopogon anomalus
Rhizopogon arctostaphyli
Rhizopogon arenicola
Rhizopogon argillaceus
Rhizopogon argillascens
Rhizopogon armeniacus
Rhizopogon aromaticus
Rhizopogon ater
Rhizopogon atlanticus
Rhizopogon atroviolaceus
Rhizopogon aurantiacus
Rhizopogon aurantius
Rhizopogon avellaneitectus
Rhizopogon bacillisporus
Rhizopogon baxteri
Rhizopogon boninensis
Rhizopogon borealis
Rhizopogon briardii
Rhizopogon brownii
Rhizopogon brunneicolor
Rhizopogon brunneifibrillosus
Rhizopogon brunneiniger
Rhizopogon brunnescens
Rhizopogon brunsii
Rhizopogon buenoi
Rhizopogon burlinghamii
Rhizopogon butyraceus
Rhizopogon cacao
Rhizopogon canadensis
Rhizopogon capensis
Rhizopogon cashmerianus
Rhizopogon chamaleontinus
Rhizopogon cinerascens
Rhizopogon cinnamomeus
Rhizopogon clavitisporus
Rhizopogon cokeri
Rhizopogon columbianus
Rhizopogon comatus
Rhizopogon confusus
Rhizopogon corsicus
Rhizopogon couchii
Rhizopogon cusickiensis
Rhizopogon cylindrisporus
Rhizopogon deceptivus
Rhizopogon defectus
Rhizopogon diabolicus
Rhizopogon dormitzeri
Rhizopogon dubius
Rhizopogon duriusculus
Rhizopogon ellenae
Rhizopogon ellipsosporus
Rhizopogon evadens
Rhizopogon exiguus
Rhizopogon fabri
Rhizopogon fallax
Rhizopogon flavidus
Rhizopogon flavofibrillosus
Rhizopogon flavus
Rhizopogon florencianus
Rhizopogon fragmentatus
Rhizopogon fragrans
Rhizopogon fuscorubens
Rhizopogon gangliformis
Rhizopogon gelatinosus
Rhizopogon gigasporus
Rhizopogon gilkeyae
Rhizopogon globatus
Rhizopogon granuloflavus
Rhizopogon graveolens
Rhizopogon griseoglebus
Rhizopogon griseovinaceus
Rhizopogon guzmanii
Rhizopogon hawkerae
Rhizopogon himalayensis
Rhizopogon honoratoi
Rhizopogon hymenogastrosporus
Rhizopogon hypothallosus
Rhizopogon hysterangioides
Rhizopogon idahoensis
Rhizopogon inodorus
Rhizopogon inquinatus
Rhizopogon inversus
Rhizopogon isabellinus
Rhizopogon jiyaozi
Rhizopogon kauffmanii
Rhizopogon kretzerae
Rhizopogon laetiflavus
Rhizopogon lapponicus
Rhizopogon laricinus
Rhizopogon libocedri
Rhizopogon lowei
Rhizopogon luteoalboides
Rhizopogon luteoalbus
Rhizopogon luteoloides
Rhizopogon luteolus
Rhizopogon lutescens
Rhizopogon macrocoilos
Rhizopogon maculatus
Rhizopogon marchii
Rhizopogon masoniae
Rhizopogon melanogastroides
Rhizopogon mengei
Rhizopogon michoacanicus
Rhizopogon milleri
Rhizopogon minor
Rhizopogon mohelnensis
Rhizopogon molallaensis
Rhizopogon molliglebus
Rhizopogon monticola
Rhizopogon mutabilis
Rhizopogon niger
Rhizopogon nigrescens
Rhizopogon nitens
Rhizopogon obscurus
Rhizopogon obtextus
Rhizopogon occidentalis
Rhizopogon ochraceisporus
Rhizopogon ochraceobrunnescens
Rhizopogon ochraceorubens
Rhizopogon ochroleucoides
Rhizopogon ochroleucus
Rhizopogon odoratus
Rhizopogon olivaceofuscus
Rhizopogon olivaceoluteus
Rhizopogon olivaceoniger
Rhizopogon olivaceotinctus
Rhizopogon oregonensis
Rhizopogon oswaldii
Rhizopogon pachydermus
Rhizopogon pachyphloeus
Rhizopogon pachyspora
Rhizopogon pannosus
Rhizopogon parasiticus
Rhizopogon parksii
Rhizopogon parvisporus
Rhizopogon parvulus
Rhizopogon pedicellus
Rhizopogon piceus
Rhizopogon pinicola
Rhizopogon pinyonensis
Rhizopogon ponderosus
Rhizopogon praestans
Rhizopogon proximus
Rhizopogon pseudoaffinis
Rhizopogon pseudoalbus
Rhizopogon pseudoroseolus
Rhizopogon pseudovillosulus
Rhizopogon pumilionum
Rhizopogon quercicola
Rhizopogon radicans
Rhizopogon reae
Rhizopogon reticarpus
Rhizopogon rhizophorus
Rhizopogon rocabrunae
Rhizopogon rodwayi
Rhizopogon rogersii
Rhizopogon roseolus
Rhizopogon rubrocorticeus
Rhizopogon rudus
Rhizopogon salebrosus
Rhizopogon sardous
Rhizopogon semireticulatus
Rhizopogon semitectus
Rhizopogon separabilis
Rhizopogon sepelibilis
Rhizopogon shanxiensis
Rhizopogon singularis
Rhizopogon sinoalbidus
Rhizopogon sipei
Rhizopogon smithii
Rhizopogon songmaodan
Rhizopogon sordidus
Rhizopogon suavis
Rhizopogon subalpinus
Rhizopogon subareolatus
Rhizopogon subaustralis
Rhizopogon subbadius
Rhizopogon subcaerulescens
Rhizopogon subcinnamomeus
Rhizopogon subcitrinus
Rhizopogon subclavitisporus
Rhizopogon subcroceus
Rhizopogon subgelatinosus
Rhizopogon sublateritius
Rhizopogon subolivascens
Rhizopogon subpurpurascens
Rhizopogon subradicatus
Rhizopogon subsalmonius
Rhizopogon succosus
Rhizopogon superdubius
Rhizopogon superiorensis
Rhizopogon tenuisporus
Rhizopogon tephroglebus
Rhizopogon thaxteri
Rhizopogon togasawarius
Rhizopogon truncatus
Rhizopogon tsugae
Rhizopogon udus
Rhizopogon umbrinoviolascens
Rhizopogon variabilisporus
Rhizopogon ventricisporus
Rhizopogon verii
Rhizopogon vesiculosus
Rhizopogon vestitus
Rhizopogon villescens
Rhizopogon villosulus
Rhizopogon vinicolor
Rhizopogon virens
Rhizopogon virescens
Rhizopogon viridis
Rhizopogon webbii
Rhizopogon willamettensis
Rhizopogon yakushimensis
Rhizopogon zelleri
Rhodactina himalayensis
Rhodactina incarnata
Rhodactina rostratispora
Rhodobolites roseus
Rhodocybe truncata
Rhodofomes roseus
Rhodonia placenta
Rhodoscypha ovilla
Rhodotarzetta euchroa
Rhodotarzetta rosea
Rhodotus palmatus
Rhopalogaster transversarius
Riessia fresenii
Riessia minima
Riessia naumovii
Riessia radicicola
Riessia semiophora
Riessiella clavata
Riessiella cylindrica
Rigidoporus aureofulvus
Rigidoporus laetus
Rigidoporus microporus
Rigidoporus sanguinolentus
Rigidoporus ulmarius
Rimbachia bryophila
Rimbachia furfuracea
Ripartites albidoincarnatus
Ripartites tricholoma
Rossbeevera bispora
Rossbeevera cryptocyanea
Rossbeevera eucyanea
Rossbeevera griseobrunnea
Rossbeevera griseovelutina
Rossbeevera mucosa
Rossbeevera paracyanea
Rossbeevera vittatispora
Rossbeevera westraliensis
Rossbeevera yunnanensis
Royoungia boletoides
Royoungia coccineinana
Royoungia grisea
Royoungia palumana
Royoungia reticulata
Royoungia rubina
Rubinoboletus caespitosus
Rubinoboletus laetus
Rubinoboletus monstrosus
Rubinoboletus reticulatus
Rubroboletus demonensis
Rubroboletus dupainii
Rubroboletus eastwoodiae
Rubroboletus esculentus
Rubroboletus haematinus
Rubroboletus latisporus
Rubroboletus legaliae
Rubroboletus lupinus
Rubroboletus pulcherrimus
Rubroboletus pulchrotinctus
Rubroboletus rhodosanguineus
Rubroboletus rhodoxanthus
Rubroboletus rubrosanguineus
Rubroboletus satanas
Rubroboletus sinicus
Rufoboletus hainanensis
Rugiboletus andinus
Rugiboletus brunneiporus
Rugiboletus extremiorientalis
Rugosomyces persicolor
Ruhlandiella berolinensis
Ruhlandiella lophozoniae
Ruhlandiella parvispora
Ruhlandiella patagonica
Ruhlandiella peregrina
Ruhlandiella reticulata
Ruhlandiella truncata
Ruhlandiella verrucosa
Russula abbotensis
Russula abbottabadensis
Russula abietiphila
Russula abietum
Russula absphaerocellaris
Russula acerba
Russula aciculocystis
Russula acriannulata
Russula acrifolia
Russula acriuscula
Russula acrolamellata
Russula acuminata
Russula acutispora
Russula adalbertii
Russula adelae
Russula admirabilis
Russula adusta
Russula adusto-densifolia
Russula adustoides
Russula adwanitekae
Russula aerina
Russula aeruginascens
Russula aeruginea
Russula affinis
Russula africana
Russula afrodelica
Russula afronigricans
Russula agaricina
Russula ahmadii
Russula alachuana
Russula alatoreticula
Russula albiclavipes
Russula albidicremea
Russula albidigleba
Russula albidoflava
Russula albidogrisea
Russula albiduliformis
Russula albiflavescens
Russula albimarginata
Russula alboareolata
Russula albobrunnea
Russula albofloccosa
Russula albolutea
Russula albolutescens
Russula albonigra
Russula albonigroides
Russula alborosea
Russula albospissa
Russula alcalinicola
Russula alleinstanleyae
Russula allescheri
Russula allochroa
Russula alnetorum
Russula alnicrispae
Russula alpicola
Russula alpigenes
Russula alpium
Russula alutacea
Russula alutaceiformis
Russula alveolata
Russula amaranthina
Russula amarissima
Russula ambusta
Russula americana
Russula amerorecondita
Russula amethystina
Russula ammophila
Russula amnicola
Russula amoena
Russula amoenata
Russula amoenicolor
Russula amoenipes
Russula amoenoides
Russula amoenolens
Russula amygdaloides
Russula anatina
Russula andaluciana
Russula angustispora
Russula anisata
Russula anisopterae
Russula annae
Russula annulata
Russula annulatobadia
Russula annulatolutea
Russula annulatosquamosa
Russula anthracina
Russula antsikana
Russula aosma
Russula appalachiensis
Russula appendiculata
Russula aquosa
Russula archaea
Russula archaeofistulosa
Russula archaeosuberis
Russula arcyospora
Russula arenaria
Russula arenicola
Russula areolata
Russula argyracea
Russula arnoldae
Russula arnouldii
Russula aromatica
Russula arpalices
Russula arunii
Russula arvernensis
Russula ashihoi
Russula astringens
Russula atramentosa
Russula atrata
Russula atroaeruginea
Russula atroamethystina
Russula atrofusca
Russula atroglauca
Russula atropurpurea
Russula atrorubens
Russula atrovinosa
Russula atroviolacea
Russula atrovirens
Russula atroviridis
Russula attenuata
Russula aucarum
Russula aucklandica
Russula aurantiaca
Russula aurantiocutis
Russula aurantioflammans
Russula aurantioflava
Russula aurantiofloccosa
Russula aurantiolutea
Russula aurantiomarginata
Russula aurantionigrescens
Russula aurantiopectinata
Russula aurantirosea
Russula aurea
Russula aureola
Russula aureorubra
Russula aureotacta
Russula aureoviridis
Russula aurora
Russula australirosea
Russula australis
Russula austrodelica
Russula austromontana
Russula autumnalis
Russula avellaneiceps
Russula ayubiana
Russula azurea
Russula bachii
Russula badia
Russula ballouii
Russula balpinea
Russula baniyakundensis
Russula banwatchanensis
Russula baruthica
Russula basiturgida
Russula batistae
Russula bavarica
Russula beardsleei
Russula begonia
Russula bella
Russula bellissima
Russula benghalensis
Russula benwooi
Russula bernardii
Russula betulae
Russula betularum
Russula betulina
Russula bicolor
Russula billsii
Russula binchuanensis
Russula binganensis
Russula bispora
Russula blackfordiae
Russula blanda
Russula blennia
Russula blumiana
Russula blumii
Russula boedijnii
Russula bohemiae
Russula bonii
Russula boninensis
Russula boranupensis
Russula borealis
Russula boyacensis
Russula brasiliensis
Russula brevipes
Russula brevipileocystidiata
Russula brevis
Russula brevissima
Russula brunneipes
Russula brunneoalba
Russula brunneoannulata
Russula brunneoderma
Russula brunneofloccosa
Russula brunneola
Russula brunneonigra
Russula brunneopurpurea
Russula brunneorigida
Russula brunneovinacea
Russula brunneoviolacea
Russula brunnescens
Russula bubalina
Russula burgeae
Russula burkei
Russula burlinghamiae
Russula bururiensis
Russula butyroindica
Russula buyckii
Russula byssina
Russula caerulea
Russula caeruleoanulata
Russula caeruleomalva
Russula californica
Russula californiensis
Russula callainomarginis
Russula calvitiosa
Russula camarophylla
Russula campestris
Russula campinensis
Russula candida
Russula candidissima
Russula cantharellicola
Russula capensis
Russula capillaris
Russula capitis-orae
Russula captiosa
Russula carbonaria
Russula cardinalis
Russula carmelensis
Russula carmesina
Russula carminipes
Russula carpini
Russula cartaginis
Russula cascadensis
Russula castanopsidis
Russula castellanoi
Russula catillus
Russula caucaensis
Russula cavipes
Russula cellulata
Russula cerea
Russula cernohorskyi
Russula cerolens
Russula cessans
Russula chamaeleon
Russula changbaiensis
Russula cheelii
Russula chichuensis
Russula chiui
Russula chlorantha
Russula chlorina
Russula chlorineolens
Russula chlorinosma
Russula chloroides
Russula choptae
Russula chrysea
Russula cicatricata
Russula ciliata
Russula cinerascens
Russula cinerea
Russula cinerella
Russula cinereovinosa
Russula cinerescentipes
Russula cingulata
Russula cistoadelpha
Russula cistorum
Russula citrinipes
Russula citrinochlora
Russula citrinocincta
Russula citrinolilacina
Russula citrinosulcata
Russula clariana
Russula claroflava
Russula claroviridis
Russula clavata
Russula clavatohyphata
Russula claviceps
Russula clavipes
Russula clavulus
Russula clelandii
Russula clementinae
Russula clitocybiformis
Russula clitocyboides
Russula cochisei
Russula coffeata
Russula cognata
Russula collina
Russula collubrina
Russula columbaria
Russula columbiana
Russula columbicolor
Russula compactoides
Russula compressa
Russula concolora
Russula confertissima
Russula congoana
Russula conicipes
Russula conjugata
Russula consobrina
Russula consobrinoides
Russula convivialis
Russula cookeana
Russula corallina
Russula cordata
Russula corinthii-rubra
Russula cornicolor
Russula coronaspora
Russula cortinarioides
Russula costaricensis
Russula costatispora
Russula crassibasidiata
Russula crassotunicata
Russula crataegorum
Russula cremeirosea
Russula cremeirubra
Russula cremeoavellanea
Russula cremeoflavescens
Russula cremeolilacina
Russula cremeolilacinoides
Russula cremeo-ochracea
Russula cremicolor
Russula cremoricolor
Russula crenulata
Russula cretata
Russula cristata
Russula cristulispora
Russula crucensis
Russula cruenta
Russula cruentata
Russula cuprea
Russula cupreoaffinis
Russula cupreola
Russula cupreoviolacea
Russula curtipes
Russula curtispora
Russula cyanea
Russula cyanescens
Russula cyanoxantha
Russula cyclosperma
Russula cynorhodon
Russula cystidiosa
Russula dadmunii
Russula dafianus
Russula danksiae
Russula darjeelingensis
Russula davisii
Russula decaryi
Russula deceptiva
Russula decipiens
Russula declinata
Russula decolorans
Russula decora
Russula delica
Russula delicatoides
Russula delicula
Russula denigrata
Russula dennisii
Russula densifolia
Russula densissima
Russula depallescens
Russula depauperata
Russula derelicta
Russula dhakuriana
Russula diaboli
Russula diffusa
Russula dinghuensis
Russula dipigmentata
Russula discopus
Russula disparilis
Russula dissimulans
Russula diversicolor
Russula dodgei
Russula dominguezii
Russula dryadicola
Russula dryophila
Russula dubdiana
Russula dulcior
Russula duportii
Russula dura
Russula durangensis
Russula earlei
Russula eburnea
Russula eburneoareolata
Russula echidna
Russula echinosperma
Russula echinospora
Russula edulis
Russula eildonensis
Russula elatior
Russula ellenae
Russula ellipsospora
Russula emetica
Russula emeticicolor
Russula eogranulata
Russula eperythra
Russula epitheliosa
Russula erubescens
Russula erumpens
Russula erythrocephala
Russula exalbicans
Russula extramaculata
Russula fagetorum
Russula faginea
Russula fanjing
Russula farinipes
Russula fastigiata
Russula fattoensis
Russula faustiana
Russula favrei
Russula fellea
Russula felleicolor
Russula ferreri
Russula ferrotincta
Russula ferruginascens
Russula ferruginea
Russula fimbriata
Russula firmula
Russula fissurata
Russula fistulosa
Russula flaviceps
Russula flavida
Russula flavisiccans
Russula flavispora
Russula flavobrunnea
Russula flavobrunnescens
Russula flavocitrina
Russula flavoides
Russula floccosa
Russula flocculosa
Russula floridana
Russula floriformis
Russula flucticolor
Russula fluvialis
Russula fluxicolor
Russula foeda
Russula foetens
Russula foetentoides
Russula foetentula
Russula foetulenta
Russula fontqueri
Russula formosa
Russula fortunae
Russula fosteriana
Russula fragaria
Russula fragaricolor
Russula fragilis
Russula fragilissima
Russula fragiloides
Russula fragrans
Russula fragrantissima
Russula frondosae
Russula fucosa
Russula fuegiana
Russula fuliginosa
Russula fulvescens
Russula fulvispora
Russula fulvograminea
Russula fulvoochrascens
Russula furcata
Russula furcatifolia
Russula furcatispina
Russula fuscescens
Russula fuscodiscoidea
Russula fuscogrisea
Russula fuscolilacea
Russula fusconigra
Russula fuscoochracea
Russula fuscorosea
Russula fuscorubroides
Russula fuscoviolacea
Russula fusiformata
Russula galactea
Russula galbana
Russula galileensis
Russula galochroides
Russula gamundiae
Russula garyensis
Russula gelatinascens
Russula gelatinivelata
Russula gelatinosa
Russula gemmata
Russula gibbosa
Russula gigasperma
Russula gilkeyae
Russula gilva
Russula gilvescens
Russula giselae
Russula glarea
Russula glaucescentipes
Russula glutinosa
Russula glutinosoides
Russula gnathangensis
Russula gomezii
Russula goossensiae
Russula gossypina
Russula gracilis
Russula gracillima
Russula graminea
Russula grandihyphata
Russula granulata
Russula granulosula
Russula grata
Russula graveolens
Russula grisea
Russula griseobrunnea
Russula griseocarnosa
Russula griseocephala
Russula griseostipitata
Russula griseoviolacea
Russula griseoviridis
Russula groenlandica
Russula grundii
Russula guangdongensis
Russula guangxiensis
Russula guayarensis
Russula guzmanii
Russula haasii
Russula haematina
Russula hainanensis
Russula hakkae
Russula handelii
Russula harknessii
Russula harkoneniana
Russula heilongjiangensis
Russula heinemannii
Russula helgae
Russula heliochroma
Russula helios
Russula helodes
Russula henningsii
Russula herrerae
Russula heterochroa
Russula heterophylla
Russula heterospora
Russula heterosporoides
Russula heterotricha
Russula hibbardae
Russula hiemisilvae
Russula himalayana
Russula himalayensis
Russula hixsonii
Russula hobartiae
Russula hoehnelii
Russula hongoi
Russula hookeri
Russula hortensis
Russula horticola
Russula humboldtii
Russula humidicola
Russula hunsuckeri
Russula hydrophila
Russula hydropica
Russula hygrophytica
Russula hypofragilis
Russula hysgina
Russula idahoensis
Russula idroboi
Russula ignipes
Russula ilicis
Russula illota
Russula imitatrix
Russula immaculata
Russula inamoena
Russula incarnaticeps
Russula inconspicua
Russula inconstans
Russula incrassata
Russula indecorata
Russula indica
Russula indoalba
Russula indoarmeniaca
Russula indocatillus
Russula indohimalayana
Russula indoilicis
Russula indonigra
Russula indosenecis
Russula inedulis
Russula inflata
Russula ingens
Russula ingwa
Russula innocua
Russula inopina
Russula inornata
Russula inquinata
Russula insignis
Russula integra
Russula integriformis
Russula intermedia
Russula intervenosa
Russula intricata
Russula iodiolens
Russula ionochlora
Russula iterika
Russula japonica
Russula jaroslavii
Russula javanica
Russula jilinensis
Russula joannis
Russula josserandii
Russula kalimna
Russula kanadii
Russula kangchenjungae
Russula kansaiensis
Russula kashmirana
Russula katarinae
Russula kathmanduensis
Russula kauffmaniana
Russula kavinae
Russula kellyi
Russula kermesina
Russula kewzingensis
Russula khinganensis
Russula kivuensis
Russula koleggiensis
Russula korystospora
Russula krjukowensis
Russula laccata
Russula laeta
Russula laevis
Russula lakhanpalii
Russula lamprocystidiata
Russula langei
Russula languida
Russula laricina
Russula laricinoaffinis
Russula lateralipes
Russula lateritia
Russula lateriticola
Russula latolamellata
Russula lauradomingueziae
Russula leelavathyi
Russula leguminosarum
Russula lenkunya
Russula lentiginosa
Russula leonardii
Russula lepidicolor
Russula lepidiformis
Russula leucocarpa
Russula leucomarginata
Russula leucomodesta
Russula leucospora
Russula levispora
Russula levisporiformis
Russula levyana
Russula lewisii
Russula liberiensis
Russula lilacea
Russula lilacinocremea
Russula lilacipes
Russula littoralis
Russula littorea
Russula livescens
Russula lividirosea
Russula lividopallescens
Russula longipes
Russula longispora
Russula longisterigmata
Russula lotus
Russula ludoviciana
Russula luofuensis
Russula luteirosea
Russula luteispora
Russula lutensis
Russula luteoaurantia
Russula luteobasis
Russula luteobrunnea
Russula luteocarpa
Russula luteofolia
Russula luteola
Russula luteolamellata
Russula luteomaculata
Russula luteonana
Russula luteopulverulenta
Russula luteotacta
Russula luteoviridans
Russula lutescentifolia
Russula lymanensis
Russula macrocarpa
Russula macrocystidia
Russula macrocystidiata
Russula macrocystis
Russula macropoda
Russula maculata
Russula maculosa
Russula madagascariensis
Russula madrensis
Russula maesta
Russula magica
Russula magna
Russula magnifica
Russula maguanensis
Russula major
Russula mallophora
Russula mansehraensis
Russula marangania
Russula marginata
Russula mariae
Russula marronina
Russula marshalliorum
Russula martinica
Russula matoubensis
Russula mattiroloana
Russula mattsmithii
Russula maxima
Russula maximispora
Russula mayawatiana
Russula mediterranea
Russula mediterraneensis
Russula medlockii
Russula medullata
Russula megapseudocystidiata
Russula megaspora
Russula meleagris
Russula melitodes
Russula melliolens
Russula melzeri
Russula melzeriana
Russula mendocinensis
Russula mephitica
Russula meridionalis
Russula messapica
Russula messapicoides
Russula metachromatica
Russula mexicana
Russula michiganensis
Russula microspora
Russula mimetica
Russula miniata
Russula minor
Russula minutula
Russula mistiformis
Russula mitis
Russula mitissima
Russula mixta
Russula miyunensis
Russula modesta
Russula monospora
Russula monspeliensis
Russula montana
Russula montensis
Russula monticola
Russula montivaga
Russula moravica
Russula mordax
Russula moyersoenii
Russula mukteshwarica
Russula multicolor
Russula multicystidiata
